ConsArea,FieldID,Crop,Treatment,Jdate,Species,SpcCount,TotAbund,Nesting,Sociality,FloralPreference,Family,PollenCarrying,MaxFlight Dist.,Elevation,FieldArea,MargArea,AvgMgWidth,CtoMEdge,DistNearTr,DaysSinceP,PercMgMow,AvgFlCover,NumSpBloom,CollectTime,Ctime,Temp,Humidity,WindSpd,Date
Fountain Grove,FGT2,corn,treated,204,Megachile montivaga,1,35,Ground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Melissodes bimaculata,16,35,Ground,Solitary,Generalist,Apidae,Leg scopa,600,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Melissodes communis,1,35,Ground,Solitary,Generalist,Apidae,Leg scopa,600,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Melissodes tepaneca,1,35,Ground,Solitary,Generalist,Apidae,Leg scopa,600,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Ptilothrix bombiformis,4,35,Ground,Aggregations,Specialist,Apidae,Leg scopa,500,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT2,corn,treated,204,Xylocopa virginica,1,35,Wood,Solitary,Generalist,Apidae,Leg scopa,21000,212,2.59,0.56,22.9,0.6,617,84,0,33,3,8:16,8.16,23.7,75,11.9,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Bombus pennsylvanicus,2,9,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Ceratina cockerelli,1,9,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Ceratina mikmaqi,2,9,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Eucera hamata,1,9,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Halictus ligatus,1,9,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,7/9/2016
Fountain Grove,FGT3,corn,treated,158,Lasioglossum (Dialictus) sp.,2,9,Varies,Varies,Generalist,Halictidae,Leg scopa,410,216,3.24,0.09,10.3,1.1,503,30,0,62,5,14:54,14.54,29,35,1.87,
Fountain Grove,FGT3,corn,treated,204,Lasioglossum (Dialictus) sp.,2,19,Varies,Varies,Generalist,Halictidae,Leg scopa,410,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT3,corn,treated,204,Melissodes bimaculata,14,19,Ground,Solitary,Generalist,Apidae,Leg scopa,600,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT3,corn,treated,204,Melissodes communis,1,19,Ground,Solitary,Generalist,Apidae,Leg scopa,600,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT3,corn,treated,204,Melissodes denticulata,1,19,Ground,Solitary,Specialist,Apidae,Leg scopa,600,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT3,corn,treated,204,Melissodes trinodis,1,19,Ground,Solitary,Specialist,Apidae,Leg scopa,600,216,3.24,0.09,10.3,1.1,503,84,0,63,8,9:49,9.49,25.7,70.4,2.7,7/9/2016
Fountain Grove,FGT4,corn,treated,158,Bombus auricomus,2,9,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,213,2.23,0.06,3.4,4.5,327,30,80,33,3,16:49,16.49,28.6,40,1.9,7/9/2016
Fountain Grove,FGT4,corn,treated,158,Eucera hamata,6,9,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,213,2.23,0.06,3.4,4.5,327,30,80,33,3,16:49,16.49,28.6,40,1.9,7/9/2016
Fountain Grove,FGT4,corn,treated,158,Megachile addenda,1,9,Aboveground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,213,2.23,0.06,3.4,4.5,327,30,80,33,3,16:49,16.49,28.6,40,1.9,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Augochlora pura,2,38,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Augochloropsis metallica,1,38,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Bombus pennsylvanicus,1,38,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Lasioglossum (Dialictus) sp.,2,38,Varies,Varies,Generalist,Halictidae,Leg scopa,410,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes bimaculata,19,38,Ground,Solitary,Generalist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes communis,3,38,Ground,Solitary,Generalist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes comptoides,6,38,Ground,Solitary,Generalist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes denticulata,1,38,Ground,Solitary,Specialist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Melissodes trinodis,2,38,Ground,Solitary,Specialist,Apidae,Leg scopa,600,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGT4,corn,treated,204,Svastra obliqua,1,38,Ground,Communal,Specialist,Apidae,Leg scopa,1000,213,2.23,0.06,3.4,4.5,327,84,85,15,3,9:00,9.00,35.2,70,7.7,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,158,Augochlora pura,1,3,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,255,2.3,0.25,24,0,937,0,0,45,5,16:00,16.00,28,37.2,2.7,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,158,Augochloropsis fulgida,1,3,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,255,2.3,0.25,24,0,937,0,0,45,5,16:00,16.00,28,37.2,2.7,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,158,Halictus tripartitus,1,3,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,255,2.3,0.25,24,0,937,0,0,45,5,16:00,16.00,28,37.2,2.7,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Augochlora pura,1,30,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Bombus griseocollis,4,30,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Bombus pennsylvanicus,2,30,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Ceratina dupla,1,30,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Halictus ligatus,1,30,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Hylaeus modestus,1,30,Wood,Solitary,Generalist,Colletidae,Ingestion,250,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Lasioglossum (Dialictus) sp.,10,30,Varies,Varies,Generalist,Halictidae,Leg scopa,410,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Melissodes communis,4,30,Ground,Solitary,Generalist,Apidae,Leg scopa,600,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Melissodes comptoides,4,30,Ground,Solitary,Generalist,Apidae,Leg scopa,600,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Melissodes trinodis,1,30,Ground,Solitary,Specialist,Apidae,Leg scopa,600,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT1,grassland,untreated,204,Xylocopa virginica,1,30,Wood,Solitary,Generalist,Apidae,Leg scopa,21000,255,2.3,0.25,24,0,937,0,0,58,7,11:00,11.00,25.1,73,2.3,7/9/2016
Fountain Grove,FGUT2,oldfield,untreated,158,Bombus griseocollis,1,1,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,219,1.08,0.05,3.8,0,484,0,0,47,2,17:16,17.16,29.8,38.8,3,7/9/2016
Fountain Grove,FGUT2,oldfield,untreated,204,Augochlora pura,2,8,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,219,1.08,0.05,3.8,0,484,0,35,27,4,11:55,11.55,27.7,66.7,3.1,7/9/2016
Fountain Grove,FGUT2,oldfield,untreated,204,Bombus auricomus,1,8,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,219,1.08,0.05,3.8,0,484,0,35,27,4,11:55,11.55,27.7,66.7,3.1,7/9/2016
Fountain Grove,FGUT2,oldfield,untreated,204,Bombus impatiens,1,8,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,219,1.08,0.05,3.8,0,484,0,35,27,4,11:55,11.55,27.7,66.7,3.1,7/9/2016
Fountain Grove,FGUT2,oldfield,untreated,204,Bombus pennsylvanicus,1,8,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,219,1.08,0.05,3.8,0,484,0,35,27,4,11:55,11.55,27.7,66.7,3.1,7/9/2016
Fountain Grove,FGUT2,oldfield,untreated,204,Hylaeus modestus,1,8,Wood,Solitary,Generalist,Colletidae,Ingestion,250,219,1.08,0.05,3.8,0,484,0,35,27,4,11:55,11.55,27.7,66.7,3.1,7/9/2016
Fountain Grove,FGUT2,oldfield,untreated,204,Melissodes comptoides,1,8,Ground,Solitary,Generalist,Apidae,Leg scopa,600,219,1.08,0.05,3.8,0,484,0,35,27,4,11:55,11.55,27.7,66.7,3.1,7/9/2016
Fountain Grove,FGUT2,oldfield,untreated,204,Melissodes denticulata,1,8,Ground,Solitary,Specialist,Apidae,Leg scopa,600,219,1.08,0.05,3.8,0,484,0,35,27,4,11:55,11.55,27.7,66.7,3.1,7/9/2016
Indian Hills,IHT1,corn,treated,161,Agapostemon virescens,1,11,Ground,Communal,Generalist,Halictidae,Leg scopa,500,222,1.17,0.74,55,1.2,217,28,0,63,5,12:44,12.44,29.5,43.8,3.9,7/9/2016
Indian Hills,IHT1,corn,treated,161,Bombus auricomus,1,11,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,222,1.17,0.74,55,1.2,217,28,0,63,5,12:44,12.44,29.5,43.8,3.9,7/9/2016
Indian Hills,IHT1,corn,treated,161,Eucera hamata,4,11,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,222,1.17,0.74,55,1.2,217,28,0,63,5,12:44,12.44,29.5,43.8,3.9,7/9/2016
Indian Hills,IHT1,corn,treated,161,Halictus ligatus,1,11,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,222,1.17,0.74,55,1.2,217,28,0,63,5,12:44,12.44,29.5,43.8,3.9,7/9/2016
Indian Hills,IHT1,corn,treated,161,Halictus tripartitus,1,11,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,222,1.17,0.74,55,1.2,217,28,0,63,5,12:44,12.44,29.5,43.8,3.9,7/9/2016
Indian Hills,IHT1,corn,treated,161,Lasioglossum (Dialictus) sp.,3,11,Varies,Varies,Generalist,Halictidae,Leg scopa,410,222,1.17,0.74,55,1.2,217,28,0,63,5,12:44,12.44,29.5,43.8,3.9,7/9/2016
Indian Hills,IHT1,corn,treated,191,Augochloropsis fulgida,1,40,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Augochloropsis metallica,2,40,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Bombus auricomus,1,40,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Bombus bimaculatus,3,40,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Bombus griseocollis,1,40,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Bombus pennsylvanicus,1,40,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Ceratina mikmaqi,1,40,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Halictus ligatus,3,40,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Halictus rubicundus,2,40,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Lasioglossum (Dialictus) sp.,5,40,Varies,Varies,Generalist,Halictidae,Leg scopa,410,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Megachile mendica,2,40,Ground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Melissodes bimaculata,9,40,Ground,Solitary,Generalist,Apidae,Leg scopa,600,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Melissodes communis,1,40,Ground,Solitary,Generalist,Apidae,Leg scopa,600,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Melissodes comptoides,1,40,Ground,Solitary,Generalist,Apidae,Leg scopa,600,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Melissodes denticulata,4,40,Ground,Solitary,Specialist,Apidae,Leg scopa,600,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT1,corn,treated,191,Melissodes trinodis,3,40,Ground,Solitary,Specialist,Apidae,Leg scopa,600,222,1.17,0.74,55,1.2,217,58,0,70,5,13:24,13.24,33.7,60.7,0,7/9/2016
Indian Hills,IHT2,corn,treated,161,Augochloropsis fulgida,1,25,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/9/2016
Indian Hills,IHT2,corn,treated,161,Bombus auricomus,1,25,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/9/2016
Indian Hills,IHT2,corn,treated,161,Bombus pennsylvanicus,1,25,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/9/2016
Indian Hills,IHT2,corn,treated,161,Eucera hamata,9,25,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/9/2016
Indian Hills,IHT2,corn,treated,161,Halictus confusus,1,25,Ground,Eusocial,Generalist,Halictidae,Leg scopa,130,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/9/2016
Indian Hills,IHT2,corn,treated,161,Halictus ligatus,6,25,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/18/2016
Indian Hills,IHT2,corn,treated,161,Halictus rubicundus,1,25,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/18/2016
Indian Hills,IHT2,corn,treated,161,Lasioglossum (Dialictus) sp.,3,25,Varies,Varies,Generalist,Halictidae,Leg scopa,410,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/18/2016
Indian Hills,IHT2,corn,treated,161,Megachile addenda,1,25,Aboveground,Solitary,Generalist,Megachilidae,Abdominal scopa,457,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/18/2016
Indian Hills,IHT2,corn,treated,161,Melissodes agilis,1,25,Ground,Solitary,Generalist,Apidae,Leg scopa,600,226,0.89,1.35,41.5,1.2,217,28,0,42,2,13:31,13.31,29.5,39.8,2.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Agapostemon virescens,1,35,Ground,Communal,Generalist,Halictidae,Leg scopa,500,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Augochlora pura,3,35,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Bombus auricomus,1,35,Ground Surface,Eusocial,Generalist,Apidae,Corbicular basket,7500,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Bombus griseocollis,3,35,Ground,Eusocial,Generalist,Apidae,Corbicular basket,7500,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Bombus pennsylvanicus,1,35,Aboveground,Eusocial,Generalist,Apidae,Corbicular basket,7500,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Ceratina mikmaqi,5,35,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Halictus ligatus,2,35,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Lasioglossum (Dialictus) sp.,8,35,Varies,Varies,Generalist,Halictidae,Leg scopa,410,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Melissodes bimaculata,3,35,Ground,Solitary,Generalist,Apidae,Leg scopa,600,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Melissodes communis,2,35,Ground,Solitary,Generalist,Apidae,Leg scopa,600,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Melissodes denticulata,2,35,Ground,Solitary,Specialist,Apidae,Leg scopa,600,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT2,corn,treated,191,Melissodes trinodis,4,35,Ground,Solitary,Specialist,Apidae,Leg scopa,600,226,0.89,1.35,41.5,1.2,217,58,0,40,6,12:29,12.29,31.5,62.9,4.3,7/18/2016
Indian Hills,IHT3,corn,treated,161,Agapostemon virescens,2,26,Ground,Communal,Generalist,Halictidae,Leg scopa,500,238,1.76,0.42,7.3,0,78,28,0,35,4,15:50,15.50,30.5,38.9,1.7,7/18/2016
Indian Hills,IHT3,corn,treated,161,Augochloropsis fulgida,1,26,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,238,1.76,0.42,7.3,0,78,28,0,35,4,15:50,15.50,30.5,38.9,1.7,7/18/2016
Indian Hills,IHT3,corn,treated,161,Augochloropsis metallica,1,26,Ground,Solitary,Generalist,Halictidae,Leg scopa,300,238,1.76,0.42,7.3,0,78,28,0,35,4,15:50,15.50,30.5,38.9,1.7,7/18/2016
Indian Hills,IHT3,corn,treated,161,Ceratina mikmaqi,3,26,Stems/Pith,Subsocial,Generalist,Apidae,Weak Leg scopa,80,238,1.76,0.42,7.3,0,78,28,0,35,4,15:50,15.50,30.5,38.9,1.7,7/18/2016
Indian Hills,IHT3,corn,treated,161,Eucera hamata,18,26,Ground,Solitary,Generalist,Apidae,Leg scopa,1000,238,1.76,0.42,7.3,0,78,28,0,35,4,15:50,15.50,30.5,38.9,1.7,7/18/2016
Indian Hills,IHT3,corn,treated,161,Halictus ligatus,1,26,Ground,Eusocial,Generalist,Halictidae,Leg scopa,182,238,1.76,0.42,7.3,0,78,28,0,35,4,15:50,15.50,30.5,38.9,1.7,7/18/2016
Indian Hills,IHT3,corn,treated,191,Augochlora pura,4,91,Rotten logs,Solitary,Generalist,Halictidae,Leg scopa,210,238,1.76,0.42,7.3,0,78,58,0,60,6,8:50,8.50,25.7,72.2,6.3,7/18/2016
